ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
TK-242249,2025-05-27 02:47,2025-05-27 05:42,2025-05-27 00:21,resolved,email,C107108,,VA-SP-MINI,Delivery & Shipping,Normal,Logistics,A3028,0,0,,,N,"Hi team, Ordered Orrbit Mini in May. Need to change delivery address. I tried editing in app. CAN SOMEONE FIX THIS?","cx says address update. checked dispatch status. already dispatched, adv to redirect with courier. follow-up not required.",legacy_fd
TK-242250,2025-05-27 07:18,2025-05-27 07:23,2025-05-27 07:34,resolved,chat,C100647,VR887514,VA-EB-AIR,Other,Normal,Chat Frontline,A3011,0,4,,,N,"Dear Sir/Madam,

I am writng with reference to my order of airlite earbuds (VR887514) placed on May 16. Want to cancel my order. I have tried cancel button, greyed out. I request u to kindly arrange a replacement.

Regards,
Joseph Bansal
Hyderabad",cx ok,helpdesk
TK-242250,2025-05-27 07:18,2025-05-27 07:23,2025-05-27 02:04,resolved,chat,C100647,VR887514,VA-EB-AIR,Other,Normal,Chat Frontline,A3011,0,4,,,N,"Dear Sir/Madam,

I am writng with reference to my order of airlite earbuds (VR887514) placed on May 16. Want to cancel my order. I have tried cancel button, greyed out. I request u to kindly arrange a replacement.

Regards,
Joseph Bansal
Hyderabad",cx ok,legacy_fd
TK-242252,2025-05-27 09:50,2025-05-27 10:11,2025-05-27 10:46,resolved,social,C102000,,VA-NB-ARC,Audio Quality,Normal,Chat Frontline,A3006,0,,195,GW-OTHER,N,"hey
right earbud completely silent",Refund of Rs 195 initiated to source. Issue: no audio one side. Asked cx to check bud in case. -TS,helpdesk
TK-242252,2025-05-27 09:50,2025-05-27 10:11,2025-05-27 05:16,resolved,social,C102000,,VA-NB-ARC,Audio Quality,Normal,Chat Frontline,A3006,0,0,195,GW-OTHER,N,"hey
right earbud completely silent",Refund of Rs 195 initiated to source. Issue: no audio one side. Asked cx to check bud in case. -TS,legacy_fd
TK-242253,2025-05-27 09:52,2025-05-27 13:34,,open,email,C100185,VR896362,VA-SW-NX1,Connectivity,Normal,Email Frontline,A3020,0,0,,,N,"Hello, I bought Nexa watch on 06-10-2024.  The pairing light blinks but nothing ever shows up on my Vivo. I restarted the phone. Nothnig changed. I wat a replacement.","pairing failure | asked cx to reset the device -> re-pair successful, rslvd on chat",legacy_fd
TK-242254,2025-05-27 09:52,2025-05-27 10:37,2025-05-27 05:28,resolved,social,C107580,VR886622,VA-NB-ARC,Charging & Battery,Normal,Chat Frontline,A3011,0,0,,,N,"i have been a loyal customer and this is how you treat me. bought arc neckband around 11-04-2025 from vireo.in. i have to charge it twice a day now, it used to last days. i already updated the app. fix this or i am posting on twitter.",second contact on same fault. replacement raised after test,legacy_fd
TK-242255,2025-05-27 11:15,2025-05-27 12:01,2025-05-27 12:13,resolved,voice,C102564,VR903802,VA-SP-MINI,Other,Normal,Voice Frontline,A3023,0,,,,N,[IVR transcript] Not accpetable at this price. Ordered Orbit Mini in May. is Orbit Mini compatible with my TV. Escalate this to someone senior,Query answered. Issue: product enquiry. Shared compatibility info. ~Farah,helpdesk
TK-242255,2025-05-27 11:15,2025-05-27 12:01,2025-05-27 06:43,resolved,voice,C102564,VR903802,VA-SP-MINI,Other,Normal,Voice Frontline,A3023,0,0,,,N,[IVR transcript] Not accpetable at this price. Ordered Orbit Mini in May. is Orbit Mini compatible with my TV. Escalate this to someone senior,Query answered. Issue: product enquiry. Shared compatibility info. ~Farah,legacy_fd
TK-242256,2025-05-27 11:25,2025-05-27 11:27,2025-06-04 06:13,resolved,chat,C108871,,VA-SW-NX2,Other,Normal,Chat Frontline,A3011,0,3,,,N,"watch srtap broke within a month
i want a replacement",Cx says strap damage. Asked for photo. Escalated to warranty.,legacy_fd
TK-242257,2025-05-27 14:24,2025-05-27 15:10,2025-05-27 09:56,resolved,voice,C100046,VR903053,VA-HP-ST3,Billing & Payments,High,Billing,A3033,0,4,,,N,"hi sir
need the bill with my firm's gstin on it
strata 3",GST invoice regenerated and shared ~Diya,legacy_fd
TK-242259,2025-05-27 16:09,2025-05-27 16:35,2025-05-27 11:19,resolved,social,C102299,,VA-SW-NX1,Other,Normal,Chat Frontline,A3005,0,3,2500,CANCEL,N,"team,
want to cancel my order
my nexa
help",cx: cancel ord | chk shipment status -> rfnd of rs 2500 initiated to source (sop 3.1),legacy_fd
TK-242261,2025-05-27 17:09,2025-05-28 00:31,2025-05-30 19:12,closed,email,C102551,,VA-SP-MINI,Delivery & Shipping,Normal,Logistics,A3027,0,0,,,N,"Product: Orbit Mni
Purchased: 15 May
Issue: I haven't received my order
Tried: checked the tracking page daily
Expected: fix","1. Order not delivered
2. Raised ticket w/ crr partner
3. RTO confirmed, reshipped",legacy_fd
TK-242263,2025-05-27 17:41,2025-05-28 00:49,2025-05-27 19:38,resolved,email,C107635,VR884921,VA-EB-PL1,Delivery & Shipping,High,Logistics,A3019,1,0,2499,DOA-REPL,N,"hii
product arrived damaged",issue: unit received damaged | checked with courier for damage claim -> refunded rs 2499 | xfer email frontline ~Kavya,legacy_fd
TK-242264,2025-05-27 19:43,2025-05-27 20:20,2025-05-30 15:06,resolved,voice,C102564,VR903802,VA-SP-MINI,Delivery & Shipping,Normal,Logistics,A3029,0,3,,,Y,[IVR transcript] Honestly regretting this purchase. This is regarding Orbit Mini. the box says Orbit Mini but what's inside is not what I paid for. I already checked the invoice. Escalate this to someone senior.,customer states wrong item delivered. raised w/ warehouse. rplc unit dispatched. cx satisfied on chat.,legacy_fd
TK-242265,2025-05-27 20:01,2025-05-27 21:06,2025-05-28 15:51,closed,social,C102982,VR900263,VA-NB-ARC,Delivery & Shipping,Normal,Logistics,A3029,0,0,,,N,"dear sir/madam,

i am writing with reference to my order of arc neckband (vr900263) placed on 22 may. it has been 15 days and i have nothing in hand. i have checked with neighbours. i request you to process a refund to my original payment method.

sincerely,
pooja sandhu","issue: shipment not rcvd | chk awb with crr -> rto conf, reshipped",legacy_fd
TK-242266,2025-05-27 20:25,2025-05-28 00:49,2025-05-27 19:42,resolved,voice,C101792,,VA-EB-AIR,Charging & Battery,Normal,Voice Frontline,A3001,0,4,,,Y,"left earbud not charging, right one is fine",re: left earbud not taking charge | confirmed fw 2.5.7 -> replacement unit dispatched -SK,legacy_fd
TK-242267,2025-05-27 23:31,2025-05-27 23:38,2025-05-30 18:27,resolved,chat,C108814,VR894316,VA-SP-MINI,Delivery & Shipping,Normal,Logistics,A3027,0,1,,,N,Pathetic experience honestly. This is regarding orbit mini. the courier marked it delivered but nobody in my house got anything. I already checked the tracking page daily. Refund. Now.,Cx says ord not delivered. chk AWB w/ crr. rfnd initiated as lost in transit.,legacy_fd
TK-242268,2025-05-27 23:56,2025-05-28 00:27,2025-05-28 00:47,resolved,chat,C101545,,VA-EB-AIR,Billing & Payments,Normal,Billing,A3018,1,,,,N,"Dear team, This is regarding AirLite. Need GST invoice for my order. What do I do now? Thanks",Reported: invoice not downloading. Regenerated invoice. xfer to Email Frontline. GST invoice regenerated & shared. (SOP 5.4) ~Sukhwinder,helpdesk
TK-242268,2025-05-27 23:56,2025-05-28 00:27,2025-05-27 19:17,resolved,chat,C101545,,VA-EB-AIR,Billing & Payments,Normal,Billing,A3018,1,0,,,N,"Dear team, This is regarding AirLite. Need GST invoice for my order. What do I do now? Thanks",Reported: invoice not downloading. Regenerated invoice. xfer to Email Frontline. GST invoice regenerated & shared. (SOP 5.4) ~Sukhwinder,legacy_fd
TK-242270,2025-05-28 06:05,2025-05-28 06:21,2025-05-28 01:27,resolved,chat,C108530,VR908452,VA-SP-ORB,Billing & Payments,Normal,Billing,A3034,1,2,5999,DUP-PAYMENT,N,"hii
i was charged twice for one order
my orbit",re: charged twice | confirmed utrs -> full refund processed (5999) -MM,legacy_fd
TK-242271,2025-05-28 06:15,2025-05-28 06:27,2025-06-09 01:42,resolved,chat,C100432,VR906391,VA-SW-NX2,App & Firmware,Normal,Chat Frontline,A3012,0,3,,,N,sceen is unresponsive. i want a replacement,Reported: touch not responding. Asked for video. Hard reset rslvd.,legacy_fd
TK-242272,2025-05-28 08:38,2025-05-28 08:39,2025-06-02 08:52,closed,chat,C100039,VR906478,VA-HP-ST2,Delivery & Shipping,Low,Logistics,A3030,0,,,,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of my Strata 2 headphones placed on 21 May. It has been 14 days and I have nothing in hand. I have checked the tracking page daily. I request you to provide a resolution within 3 working days.

Regards,
Aishwarya Qureshi
Visakhapatnam",Cx reported shipment not received. Raised ticket with courier partner. Refund initiated as lost in transit.,helpdesk
TK-242272,2025-05-28 08:38,2025-05-28 08:39,2025-06-02 03:22,closed,chat,C100039,VR906478,VA-HP-ST2,Delivery & Shipping,Low,Logistics,A3030,0,0,,,N,"To the Vireo Customer Care Team,

I am writing with reference to my order of my Strata 2 headphones placed on 21 May. It has been 14 days and I have nothing in hand. I have checked the tracking page daily. I request you to provide a resolution within 3 working days.

Regards,
Aishwarya Qureshi
Visakhapatnam",Cx reported shipment not received. Raised ticket with courier partner. Refund initiated as lost in transit.,legacy_fd
TK-242274,2025-05-28 08:52,2025-05-28 18:39,2025-05-28 13:43,resolved,email,C106881,VR889531,VA-SW-NX2,Charging & Battery,Normal,Email Frontline,A3021,0,0,,,N,Ordered Nexa 2 recently. Battery draining even when not in use. I updated the app. What do I do now?,"cust contacted re poor battery backup. checked fw 2.5.12. fw update pushed, advised to monitor.",legacy_fd
TK-242275,2025-05-28 09:26,2025-05-28 15:04,2025-05-28 09:55,resolved,email,C105398,VR886907,VA-EB-PL1,Account & Login,Normal,Email Frontline,A3021,0,0,,,N,"Namaste, Pulse earbuds purchased last month, order VR886907. YOUR SITE KEEPS SAYING IT SENT ME A CODE AND MY PHONE DISAGREES. I tried 5 times. Waiting for your reply. Thanks in advance, Bhavna Dhillon",account unlocked. issue: unable to log in. checked otp logs.,legacy_fd
TK-242277,2025-05-28 09:35,2025-05-28 09:40,2025-05-28 04:20,resolved,chat,C101816,,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3030,0,2,,,N,"hlelo
order status stuck on shiped since 26 may",Cust contacted re shipment not recieved. Raised ticket with courier partner. Re-shipped from warehouse.,legacy_fd
TK-242278,2025-05-28 11:23,2025-05-28 11:27,2025-05-28 06:20,resolved,chat,C107765,VR888808,VA-SP-ORB,App & Firmware,Low,Chat Frontline,A3006,0,0,,,N,Very poor quality. I BOUGHT ORBIT SPEAKER ON APRIL 08. since the last update the app just shows a white screen. I already updated phone. This is the last time I buy from you.,"Bug logged, workaround shared. Issue: app crashing. Checked app version.",legacy_fd
TK-242279,2025-05-28 13:11,2025-05-28 14:58,,pending,social,C104761,VR886748,VA-EB-PL1,Returns & Refunds,Normal,Returns Desk,A3037,0,3,2374,RETURN-QC-OK,N,"Dear Sir/Madam,

I am writing with reference to my order of Pulse earbuds (VR886748) placed on 22-05-2025.  You picked up the item 20 days ago and my money hasn't come back. I have emailed twice. I request you to look into this matter at the earliest.

Yours faithfully,
Sunita Das
Coimbatore","1. rfnd not credited
2. Checked reverse pickup QC status
3. rfnd approved, Rs 2374, 5-7 working days",legacy_fd
TK-242280,2025-05-28 13:33,2025-05-28 13:34,2025-05-28 08:34,resolved,chat,C106206,,VA-SP-ORB,Billing & Payments,Normal,Billing,A3034,0,3,5999,DUP-PAYMENT,N,"card charged two times, waiting for your reply","1. Duplicate payment
2. Checked PG for duplicate txn
3. Refunded Rs 5999 (SOP 3.1) -MM",legacy_fd
TK-242281,2025-05-28 15:11,2025-05-28 16:35,2025-05-31 19:10,resolved,social,C105829,VR896420,VA-SW-NX2,Warranty & Repair,Normal,Escalations & Warranty,A3044,0,,,,Y,"Dear Sir/Madam,

I am writing with reference to my order of Nexa 2 placed on 27/01. Watch not responding to touch. I have cleaned screen. I rquest you to kindly arrange a replacement.

Sincerely,
Rahul Sethi","Customer states touch issue. Walked through hard reset. rplc approved, reverse pkp arranged.",helpdesk
TK-242281,2025-05-28 15:11,2025-05-28 16:35,2025-05-31 13:40,resolved,social,C105829,VR896420,VA-SW-NX2,Warranty & Repair,Normal,Escalations & Warranty,A3044,0,0,,,Y,"Dear Sir/Madam,

I am writing with reference to my order of Nexa 2 placed on 27/01. Watch not responding to touch. I have cleaned screen. I rquest you to kindly arrange a replacement.

Sincerely,
Rahul Sethi","Customer states touch issue. Walked through hard reset. rplc approved, reverse pkp arranged.",legacy_fd
TK-242282,2025-05-28 16:55,2025-05-28 17:33,2025-05-28 12:20,resolved,chat,C108581,VR909398,VA-HP-ST3,Product Enquiry,Normal,Chat Frontline,A3008,0,0,,,N,"sir ji
is strata 3 compatible with my tv
strata 3 VR909398
kindly do the needful",query answered. issue: pre-sales query. shred spec sheet.,legacy_fd
TK-242283,2025-05-28 16:58,2025-05-28 17:04,2025-06-11 18:14,resolved,voice,C105417,VR885844,VA-NB-ARC,Connectivity,Normal,Voice Frontline,A3043,1,,,,N,I have been a loyal customer and this is how you treat me. Thsi is regarding Arc neckband. keeps losing my phone if I walk to the othre room. I already turnde off wifi. This is the last time I buy from you.,"issue: connection dropping | chk interference sources -> adv, cx will monitor | xfer escalations & wty",helpdesk
TK-242283,2025-05-28 16:58,2025-05-28 17:04,2025-06-11 12:44,resolved,voice,C105417,VR885844,VA-NB-ARC,Connectivity,Normal,Voice Frontline,A3043,1,0,,,N,I have been a loyal customer and this is how you treat me. Thsi is regarding Arc neckband. keeps losing my phone if I walk to the othre room. I already turnde off wifi. This is the last time I buy from you.,"issue: connection dropping | chk interference sources -> adv, cx will monitor | xfer escalations & wty",legacy_fd
TK-242284,2025-05-28 17:01,2025-05-28 17:39,2025-05-28 12:22,resolved,chat,C108640,,VA-AC-CH65,Product Enquiry,Normal,Chat Frontline,A3005,0,2,,,N,"Product: 65W charger
Purchased: 26 May
Issue: will this survive a shower
Expected: fix",compatibility query | shared compatibility info -> cx satisfied (sop 4.2),legacy_fd
TK-242286,2025-05-28 17:27,2025-05-28 18:02,2025-05-28 18:31,resolved,voice,C101760,VR895792,VA-SW-NX1,Other,Normal,Voice Frontline,A3026,0,,2374,DUP-PAYMENT,N,[IVR transcript] I am losing patience. This is teh second time I am writing about this. Got Nexa watch from vireo.in a month ago. pament went through but I got no order id. I already checked bank statement. Refund. Now.,cx says was told fixed last time. cx: amount deducted without order | chk pg dashboard for txn -> refund of rs 2374 initiated to source ~Vihaan,helpdesk
TK-242286,2025-05-28 17:27,2025-05-28 18:02,2025-05-28 13:01,resolved,voice,C101760,VR895792,VA-SW-NX1,Other,Normal,Voice Frontline,A3026,0,0,2374,DUP-PAYMENT,N,[IVR transcript] I am losing patience. This is teh second time I am writing about this. Got Nexa watch from vireo.in a month ago. pament went through but I got no order id. I already checked bank statement. Refund. Now.,cx says was told fixed last time. cx: amount deducted without order | chk pg dashboard for txn -> refund of rs 2374 initiated to source ~Vihaan,legacy_fd
TK-242288,2025-05-28 17:59,2025-05-28 19:46,2025-05-28 20:06,resolved,email,C103808,,VA-SP-ORB,Connectivity,Normal,Email Frontline,A3019,0,2,,,N,"Hello Vireo, Bought the Orbit smart speaker around 19-12-2024 from Amazon. It connects for a second and then vanishes from the device list. I restarted the phone. Nothing changed. Please call me on my registered number. Awaiting response, Sukhwinder Khanna","repeat contact - previous fix did not hold. cx: device not discoverable | asked cx to reset the device -> reset done, paired ok ~Kavya",helpdesk
TK-242288,2025-05-28 17:59,2025-05-28 19:46,2025-05-28 14:36,resolved,email,C103808,,VA-SP-ORB,Connectivity,Normal,Email Frontline,A3019,0,2,,,N,"Hello Vireo, Bought the Orbit smart speaker around 19-12-2024 from Amazon. It connects for a second and then vanishes from the device list. I restarted the phone. Nothing changed. Please call me on my registered number. Awaiting response, Sukhwinder Khanna","repeat contact - previous fix did not hold. cx: device not discoverable | asked cx to reset the device -> reset done, paired ok ~Kavya",legacy_fd
TK-242289,2025-05-28 18:07,2025-05-28 19:48,,open,social,C100862,,VA-SW-FIT,App & Firmware,Normal,Chat Frontline,A3010,0,0,,,N,"firware update stuck for 2 hours, please call me on my registered number",-,legacy_fd
TK-242290,2025-05-28 20:02,2025-05-28 20:26,2025-05-28 15:05,resolved,voice,C102062,VR907930,VA-SW-FIT,Billing & Payments,High,Billing,A3033,0,0,,,N,need the bill with my firm's GSTIN on it - waiting for your reply,invoice not downloading | updated gstin on order -> invoice emailed ~Diya,legacy_fd
TK-242291,2025-05-28 20:31,2025-05-28 20:46,2025-05-28 15:45,resolved,voice,C101149,,VA-EB-PL1,Delivery & Shipping,High,Logistics,A3031,0,5,,,N,"[IVR transcript] Pathetic expeience honestly. Got Pulse erbuds from vireo.in 2 weeks ago. package not delivered even after 19 days. I already checked with neighbours. I wnt a replacement or refund, nothing else.","crr conf dlvry for 31 May, cx informed. Issue: sihpment not rcvd. conf address w/ cx.",legacy_fd
TK-242293,2025-05-28 21:08,2025-05-28 21:10,2025-05-28 16:05,resolved,chat,C108817,VR899243,VA-SP-MINI,Other,High,Chat Frontline,A3008,0,0,,,N,"hey
payment was deducted but no order was created
urgent","auto-refund conf within 5-7 days. issue: payment debited, no ord. asked for utr.",legacy_fd
TK-242294,2025-05-29 08:23,2025-05-29 09:51,2025-05-29 10:06,resolved,email,C103042,VR900410,VA-EB-AIR,App & Firmware,Normal,Email Frontline,A3020,0,5,,,N,"hi, ordered the airlite buds 3 weeks back. bluetooth pairing fails every time. i forgot the device and tried again. i want my money back. thanks,","contact re pairing failure. walked through forget + re-pair. advised fw update via app, resolved.",helpdesk
TK-242294,2025-05-29 08:23,2025-05-29 09:51,2025-05-29 04:36,resolved,email,C103042,VR900410,VA-EB-AIR,App & Firmware,Normal,Email Frontline,A3020,0,5,,,N,"hi, ordered the airlite buds 3 weeks back. bluetooth pairing fails every time. i forgot the device and tried again. i want my money back. thanks,","contact re pairing failure. walked through forget + re-pair. advised fw update via app, resolved.",legacy_fd
TK-242296,2025-05-29 08:40,2025-05-29 10:40,,open,email,C101523,VR909788,VA-NB-ARC,Delivery & Shipping,High,Logistics,A3027,0,0,,,Y,"hello
product arrived damged","Cx says unit receivde damaged. chk w/ crr for damage claim. Replacement approved, reverse pickup arranged.",legacy_fd
TK-242297,2025-05-29 10:02,2025-05-29 10:10,2025-05-29 05:05,resolved,chat,C103094,,VA-SW-FIT,Returns & Refunds,Normal,Returns Desk,A3038,0,0,1699,RETURN-QC-OK,N,"Namaste, Ordered Nexa Fit recently. Where is the money for the return. Please advise. Awaiting response, Aadhya Patel",Reported: refund delay. Checked reverse pickup QC status. Full refund processed (1699).,legacy_fd
TK-242298,2025-05-29 11:02,2025-05-29 11:48,2025-05-29 06:44,resolved,email,C108374,VR892247,VA-EB-PL1,Connectivity,Normal,Email Frontline,A3020,0,4,2374,DOA-REPL,N,"product: the pulse buds
order: vr892247
purchased: 02/09
issue: the pairing light blinks but nothing ever shows up on my nothing phone
tried: tried on another phone
expected: refund","cx reached out - unable to pair with phone. walked through forget + re-pair. advised fw update via app, resolved.",legacy_fd
TK-242300,2025-05-29 13:37,2025-05-29 13:47,2025-05-31 14:13,resolved,chat,C102863,VR906825,VA-SW-FIT,Returns & Refunds,Normal,Returns Desk,A3036,0,,,,N,"hi
i have been sitting at home for 3 days waiting for your courier
nexa fit vr906825
??","Contact re reverse pickup pending. Checked pickup AWB. Pickup done, refund initiated. Will monitor.",helpdesk
TK-242300,2025-05-29 13:37,2025-05-29 13:47,2025-05-31 08:43,resolved,chat,C102863,VR906825,VA-SW-FIT,Returns & Refunds,Normal,Returns Desk,A3036,0,0,,,N,"hi
i have been sitting at home for 3 days waiting for your courier
nexa fit vr906825
??","Contact re reverse pickup pending. Checked pickup AWB. Pickup done, refund initiated. Will monitor.",legacy_fd
TK-242301,2025-05-29 13:48,2025-05-29 17:03,2025-05-29 17:24,resolved,email,C104214,VR903368,VA-SW-NX2,Billing & Payments,Normal,Billing,A3033,0,4,975,DUP-PAYMENT,N,Not what I expected from Vireo.  Ordered the Nexa 2 10 days ago. my bank says Rs 3499 went to you but ur site says I have no orders. I already tried logging out & in. This is the last time I buy from you.,see prev ~Diya,helpdesk
TK-242301,2025-05-29 13:48,2025-05-29 17:03,2025-05-29 11:54,resolved,email,C104214,VR903368,VA-SW-NX2,Billing & Payments,Normal,Billing,A3033,0,4,975,DUP-PAYMENT,N,Not what I expected from Vireo.  Ordered the Nexa 2 10 days ago. my bank says Rs 3499 went to you but ur site says I have no orders. I already tried logging out & in. This is the last time I buy from you.,see prev ~Diya,legacy_fd
TK-242302,2025-05-29 16:44,2025-05-29 16:53,2025-05-29 17:17,resolved,chat,C109164,,VA-SP-MINI,Other,Normal,Chat Frontline,A3034,0,,450,DUP-PAYMENT,N,"hello vireo, same issue, third ticket.  bought the mini speaker around 05 apr from amazon. two entries of rs 4999 on my statement for one pair of earbuds. i waited a week. nothing changed. please advise. awaiting response,","cx states prior ticket for same issue. 1. Duplicate payment
2. Confirmed UTRs
3. Refund of Rs 450 initiated to source -MM",helpdesk
TK-242302,2025-05-29 16:44,2025-05-29 16:53,2025-05-29 11:47,resolved,chat,C109164,,VA-SP-MINI,Other,Normal,Chat Frontline,A3034,0,0,450,DUP-PAYMENT,N,"hello vireo, same issue, third ticket.  bought the mini speaker around 05 apr from amazon. two entries of rs 4999 on my statement for one pair of earbuds. i waited a week. nothing changed. please advise. awaiting response,","cx states prior ticket for same issue. 1. Duplicate payment
2. Confirmed UTRs
3. Refund of Rs 450 initiated to source -MM",legacy_fd
TK-242303,2025-05-29 17:21,2025-05-29 17:27,2025-06-03 12:26,resolved,chat,C106587,VR909808,VA-HP-ST3,Delivery & Shipping,Normal,Logistics,A3031,0,2,,,N,"Hey, my Strata 3 headphones purchased 2 weeks ago, order VR909808. My order has not been delivered yet. I checked with neighbours. Nothing changed. Please resolve asap. Thanks & regards Komal","1. Shipment not received
2. chk AWB w/ crr
3. rfnd initated as lost in transit",legacy_fd
TK-242304,2025-05-29 17:22,2025-05-29 18:13,2025-05-29 13:18,resolved,voice,C102961,,VA-HP-ST3,Delivery & Shipping,Low,Logistics,A3029,0,0,,,Y,opened the parcel and it is a completely different thing,ticket raised for incorrect product shipped. verified ord vs delivered item photos. new unit shipped under doa. follow-up not required. [closed],legacy_fd
TK-242305,2025-05-29 17:47,2025-05-29 19:50,2025-05-29 14:33,resolved,social,C106843,VR901037,VA-SP-MINI,Account & Login,Normal,Chat Frontline,A3014,0,0,,,N,"hi sir
your site keeps saying it sent me a code and my phone disagrees
a month ago se
anyne there",account unlocked. issue: otp not received. checked otp logs. -MI,legacy_fd
TK-242306,2025-05-29 19:31,2025-05-29 23:12,2025-05-29 18:11,resolved,email,C103481,VR886458,VA-EB-PL1,Connectivity,Normal,Email Frontline,A3016,0,4,,,Y,"hi team,
i bought pulse earbuds on 18-05-2025. pairing is not working.
i restarted the phone.
waiting for ur reply.
please revert priya agarwal",cx ok [closed],legacy_fd
TK-242307,2025-05-29 19:47,2025-05-29 20:08,2025-05-29 15:18,resolved,chat,C101568,VR896093,VA-EB-PL1,Connectivity,Normal,Chat Frontline,A3005,0,0,,,N,"hello,
bought the pulse buds around 21-04-2025 from flipkart. my phone just doesn't see it in the list anymore.
what do i do now?
thanks,","cx: pairing failure | asked cx to reset the device -> adv fw update via app, rslvd (sop 3.1)",legacy_fd
TK-242308,2025-05-29 20:41,2025-05-29 21:07,2025-05-29 21:28,resolved,voice,C104920,VR884370,VA-SW-NX2,App & Firmware,Normal,Voice Frontline,A3026,0,,,,N,Pathetic experience honestly. Again the same thing. I bought the Nexa 2 on 20 Feb. firmware update stuck for 2 hours. I already restarted the app. Escalate this to someone senior.,cx reported update hang. walked through recovery mode. rplc raised (bricked). ~Vihaan,helpdesk
TK-242308,2025-05-29 20:41,2025-05-29 21:07,2025-05-29 15:58,resolved,voice,C104920,VR884370,VA-SW-NX2,App & Firmware,Normal,Voice Frontline,A3026,0,0,,,N,Pathetic experience honestly. Again the same thing. I bought the Nexa 2 on 20 Feb. firmware update stuck for 2 hours. I already restarted the app. Escalate this to someone senior.,cx reported update hang. walked through recovery mode. rplc raised (bricked). ~Vihaan,legacy_fd
TK-242309,2025-05-30 02:53,2025-05-30 03:36,2025-05-29 22:22,closed,email,C108788,,VA-EB-PL1,App & Firmware,Normal,Email Frontline,A3001,0,0,,,N,"hi
again the same thing.
firmware update is stuck at 89%
pulse earbuds",resolved on call -SK,legacy_fd
TK-242310,2025-05-30 08:07,2025-05-30 08:25,2025-05-30 03:35,resolved,voice,C103463,,VA-SW-FIT,Billing & Payments,High,Billing,A3035,0,4,1999,DUP-PAYMENT,N,"[IVR transcript] hi paid once, statement disagreees my nexa fit band pls reply",Custtomer states charged twice. Checked PG for duplicate txn. Full refund processed (1999). Will monitor.,legacy_fd
TK-242312,2025-05-30 12:15,2025-05-30 13:58,2025-05-30 08:48,closed,voice,C108856,,VA-SW-NX2,Connectivity,Normal,Voice Frontline,A3024,0,0,,,N,i am losing patience.  this is regarding my nexa 2 watch. pairing is not working. i already restarted the phone. this is the last time i buy from you.,"Contact re unable to pair w/ phone. chk phone OS version. adv FW update via app, rslvd.",legacy_fd
TK-242313,2025-05-30 12:36,2025-05-31 10:42,2025-05-31 05:44,resolved,email,C106573,VR896585,VA-SW-NX2,Delivery & Shipping,Normal,Logistics,A3027,0,3,,,Y,"Hello Vireo, This is regarding Nexa 2. I ordered Nexa 2 and got something else. I want a replacement. Please revert, Gurpreet Rao","Ticket raised for wrong item delivered. Raised with warehouse. rplc raised, RMA shared with cx.",legacy_fd
TK-242314,2025-05-30 12:41,2025-05-30 12:53,2025-05-30 07:35,resolved,chat,C106319,,VA-EB-AIR,Account & Login,Normal,Chat Frontline,A3006,0,0,,,N,locked out of my own account since around diwali,"Number updated, resolved. Issue: OTP not received. Checked number on account.",legacy_fd
TK-242315,2025-05-30 12:54,2025-05-30 13:14,2025-05-30 08:19,resolved,voice,C101414,,VA-SW-NX2,Billing & Payments,Normal,Billing,A3032,0,0,,,N,payment was deducted but no order was created,reported: amount deducted without order. chk pg dashboard for txn. refund processed to source.,legacy_fd
TK-242316,2025-05-30 13:05,2025-05-30 13:07,,pending,chat,C104214,VR903368,VA-SW-NX2,Product Enquiry,Low,Chat Frontline,A3006,0,4,,,N,Not acceptable at this price.  Got the Nexa 2 from vireo.in in May. will this survive a shower. Refund. Now.,Cx satisfied. Issue: compatibility query. Shared compatibility info.,legacy_fd
TK-242317,2025-05-30 13:14,2025-05-30 13:56,2025-05-30 08:48,resolved,voice,C109455,VR888823,VA-HP-ST2,Billing & Payments,High,Billing,A3035,0,0,4749,DUP-PAYMENT,N,"I bought Strata 2 on 28-05-2025.  Payment went through but I got no order id.
I tried logging out and in.
Please call me on my registered number.
Regards,",failed order after payment | checked pg dashboard for txn -> order manually created,legacy_fd
TK-242318,2025-05-30 13:34,2025-05-30 13:41,2025-06-01 09:20,resolved,chat,C102993,,VA-SW-NX2,Other,Normal,Chat Frontline,A3011,0,2,,,N,"Dear Sir/Madam,

I am writing with reference to my order of my Nexa 2 watch placed on April 28. No update on my repair. I have callde service centre. I request you to provide a resolution within 3 working days.

Regards,
Saanvi Pandey
Kolkata","Repair completed, shipped back. Issue: RMA status query. Checked QC report.",legacy_fd
TK-242319,2025-05-30 13:40,2025-05-30 15:24,2025-05-31 10:19,resolved,email,C106001,VR887332,VA-EB-AIR,Delivery & Shipping,Normal,Logistics,A3031,0,2,,,N,"hi
the parcel looked like it was kicked here from the warehouse, and the unit has a crrack
airlite
??",cx: unit rcvd damgaed | chk w/ crr for damage claim -> rfnd initiated,legacy_fd
